graph,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
416,0.42709744,-0.1946481,-0.12014488,-0.11275912,-0.32301947,0.016478274,-0.2337454,-0.0721658,0.30520368,0.6039654,-0.46451396,0.566449,0.3446357,-0.39325526,-0.07770149,-0.42095098,-0.18376121,-0.12585683,0.24441496,-0.18576275,-0.10482721,0.11306599,0.27242392,0.41058594,-0.4981211,0.18480732,-0.4705429,0.38699308,-0.23298118,-0.25026867,-0.5684011,0.4557432,-0.50884235,0.2918038,0.1678219,-0.13925806,-0.058221538,-0.26942053,-0.5684153,0.067339994,-0.37312397,0.034138154,0.060509343,0.29611012,0.2897532,0.024754647,-0.22961496,-0.21042876,0.15344198,0.091427706,-0.19436052,0.346746,-0.5660436,0.5256369,-0.10008123,-0.44050288,-0.30809328,0.5672929,0.4515253,0.5578797,0.57761914,-0.12390884,-0.45947292,-0.596032
417,0.41118348,-0.20050244,-0.12529506,-0.11635117,-0.32273373,0.02533622,-0.23447405,-0.08122087,0.28110778,0.6083507,-0.47274566,0.5554414,0.33948928,-0.37533063,-0.08651492,-0.423908,-0.18809403,-0.11863251,0.24363907,-0.19330557,-0.116582796,0.111487076,0.27121493,0.4190931,-0.48025873,0.19040522,-0.47932827,0.3913661,-0.23407824,-0.24530616,-0.55935866,0.44846678,-0.5021468,0.28805766,0.1487989,-0.12928365,-0.043592475,-0.27294847,-0.5713873,0.0611611,-0.38030905,0.028001798,0.0662483,0.28716043,0.30285564,0.021808235,-0.20771627,-0.21333271,0.16399936,0.09185534,-0.18548398,0.35575595,-0.5465032,0.52417505,-0.11415961,-0.43086755,-0.3095365,0.5555031,0.45710838,0.5581273,0.56847286,-0.14345771,-0.4635786,-0.590941
418,0.4134081,-0.19491176,-0.1185936,-0.10495297,-0.32351562,0.023247687,-0.23534793,-0.0803706,0.28970125,0.6005562,-0.46504942,0.5651303,0.34332928,-0.3766788,-0.07637461,-0.41830435,-0.19574076,-0.11626059,0.25169143,-0.17697746,-0.10535319,0.10816835,0.27138397,0.41380623,-0.4971719,0.18846646,-0.47178614,0.3888143,-0.24095389,-0.24847521,-0.5696313,0.45351106,-0.5019482,0.28782704,0.1528711,-0.12257731,-0.055130947,-0.26191628,-0.56879556,0.08054477,-0.36121047,0.031258095,0.07198438,0.29541224,0.29587683,0.027389223,-0.22121812,-0.20705122,0.15030098,0.08814324,-0.18369353,0.34806967,-0.56178075,0.514204,-0.106885314,-0.4450575,-0.31611004,0.5549047,0.45698866,0.56150997,0.57104707,-0.13671617,-0.4539729,-0.5860495
419,0.4155199,-0.19685286,-0.121291585,-0.11295338,-0.34601116,0.022220472,-0.23494267,-0.0921796,0.2746638,0.6269447,-0.480534,0.5609559,0.34476292,-0.37991598,-0.091525935,-0.43722054,-0.19051558,-0.12503491,0.24051346,-0.19419284,-0.11308883,0.106390916,0.28050315,0.42324236,-0.4883326,0.18326624,-0.47583002,0.39417258,-0.24763985,-0.24849255,-0.5669044,0.45257697,-0.5269884,0.2906698,0.14534795,-0.13488974,-0.049111318,-0.26521254,-0.5696015,0.063610464,-0.36774576,0.03447487,0.06964685,0.29151288,0.30858713,0.0033097288,-0.21720876,-0.21460465,0.1608663,0.08977783,-0.1803717,0.34903827,-0.5650048,0.5247072,-0.11951349,-0.44137657,-0.31839964,0.5554429,0.46665,0.5597352,0.5865862,-0.14010417,-0.4833181,-0.59946954
420,0.43926686,-0.18975487,-0.12667923,-0.10746183,-0.31903514,0.021762963,-0.23705646,-0.06554219,0.31256863,0.6090349,-0.45981652,0.5652394,0.35449332,-0.39839256,-0.07909638,-0.4179969,-0.19276202,-0.110688075,0.25171593,-0.17965345,-0.10797269,0.10224632,0.27368912,0.41060257,-0.50342745,0.1910265,-0.47387233,0.39015055,-0.23327896,-0.2646907,-0.57374156,0.47358698,-0.5111996,0.2928126,0.16803709,-0.13042861,-0.0571985,-0.2651293,-0.57559365,0.07149965,-0.37217012,0.03836186,0.06739441,0.3033825,0.29268274,0.033797678,-0.23190041,-0.20478979,0.15449679,0.08948429,-0.20297453,0.34446767,-0.5539169,0.5393733,-0.10898469,-0.44314653,-0.31289658,0.56583595,0.45705333,0.5635611,0.58009034,-0.13152637,-0.4569232,-0.5951719
421,0.4212541,-0.19750091,-0.11293684,-0.110323906,-0.32617474,0.031506114,-0.22854987,-0.07907398,0.30127704,0.6079789,-0.46709642,0.56439644,0.35422578,-0.38444784,-0.074335136,-0.42237863,-0.19149394,-0.111632735,0.25889942,-0.1774227,-0.11847163,0.10038301,0.27709675,0.4191144,-0.49268275,0.1882776,-0.47692192,0.38810548,-0.24595524,-0.2621643,-0.5759535,0.47069815,-0.50543624,0.2951416,0.1710767,-0.1385544,-0.049590398,-0.26757747,-0.56949514,0.075470805,-0.3830572,0.029123945,0.0772658,0.29878753,0.29433817,0.03666862,-0.22497079,-0.21094239,0.16261739,0.085466824,-0.19437455,0.34684733,-0.55240995,0.52485216,-0.097022496,-0.44384885,-0.3192186,0.573916,0.45634764,0.569914,0.5781114,-0.13425073,-0.47038037,-0.5985116
422,0.43055204,-0.19522032,-0.114149205,-0.10542564,-0.30962735,0.027215093,-0.23716715,-0.06897543,0.30748647,0.59023523,-0.46345818,0.56124645,0.346676,-0.38415664,-0.069462016,-0.41211647,-0.18050598,-0.117237404,0.24988407,-0.16979319,-0.11394999,0.103559524,0.2765066,0.4143456,-0.49415126,0.18791603,-0.4713972,0.3795776,-0.2433528,-0.25399923,-0.56675947,0.4701899,-0.5076465,0.28775656,0.16673635,-0.13299829,-0.053590868,-0.27092156,-0.5789915,0.07316355,-0.3697911,0.023720374,0.06615807,0.28937104,0.2887894,0.037512653,-0.2338351,-0.196335,0.16573812,0.09507895,-0.19951576,0.34773088,-0.55739754,0.53188795,-0.09939628,-0.45264784,-0.31656998,0.56245863,0.44283792,0.56676614,0.5870366,-0.12259778,-0.45676103,-0.5900115
423,0.40697733,-0.21101326,-0.1277872,-0.11584567,-0.35043272,0.027761197,-0.21491311,-0.10353991,0.2683727,0.60457,-0.4792528,0.54110557,0.34014034,-0.36840352,-0.091622286,-0.419466,-0.19159192,-0.12571718,0.23363268,-0.20306608,-0.11190375,0.09366459,0.25175548,0.41567415,-0.46132186,0.18007167,-0.48436657,0.39326012,-0.2364768,-0.22803666,-0.55408347,0.43492728,-0.5105485,0.29182613,0.13592674,-0.13213822,-0.041667517,-0.26385096,-0.53639543,0.053263675,-0.36537933,0.037941236,0.079553984,0.29219845,0.30484816,-0.021327082,-0.197939,-0.21169898,0.14976297,0.094658114,-0.17310745,0.34867725,-0.5321091,0.49586302,-0.117928766,-0.43244672,-0.30762312,0.53294206,0.46212494,0.5441547,0.557431,-0.14959851,-0.4748813,-0.5763982
424,0.41793972,-0.20758568,-0.122844204,-0.11226256,-0.34253004,0.031186514,-0.23059846,-0.0866422,0.2804166,0.6224046,-0.48512664,0.55807173,0.33927077,-0.3811403,-0.09102679,-0.42956093,-0.19116305,-0.1276077,0.2378792,-0.197103,-0.118744776,0.099711366,0.26551265,0.41340715,-0.47838214,0.17611523,-0.4900878,0.39610907,-0.23310915,-0.23980877,-0.5674107,0.45674682,-0.52175355,0.3057153,0.14537108,-0.12945113,-0.054550663,-0.27809554,-0.57190937,0.07027336,-0.37076887,0.026004147,0.06985307,0.29905397,0.30753487,0.0004510879,-0.21956477,-0.21507396,0.16544588,0.1032822,-0.18888894,0.3455841,-0.56076,0.5203636,-0.1197261,-0.440663,-0.31423822,0.5601144,0.46574622,0.5637543,0.58373123,-0.13496171,-0.46426702,-0.5885848
425,0.43672368,-0.19337448,-0.13122536,-0.116073385,-0.32708737,0.02590294,-0.24082929,-0.07614482,0.3089762,0.6207272,-0.47451985,0.57013863,0.3556906,-0.38827673,-0.077117056,-0.4210588,-0.19704068,-0.11513188,0.25353208,-0.17868783,-0.11566101,0.10417724,0.27999002,0.41100875,-0.5059784,0.18345201,-0.46551183,0.39196473,-0.24763985,-0.26244387,-0.5774074,0.46284327,-0.51793146,0.29302627,0.16324653,-0.13127266,-0.048220385,-0.27457246,-0.5883134,0.08414562,-0.3710422,0.02534037,0.0639491,0.30600518,0.31056,0.02478396,-0.23267682,-0.2084534,0.15355177,0.102462515,-0.19716093,0.34328458,-0.5727298,0.5358977,-0.09917908,-0.4500431,-0.32704583,0.5775162,0.46550164,0.57037586,0.58614963,-0.13831377,-0.46869424,-0.60329413
426,0.4269657,-0.19356638,-0.120262735,-0.11624372,-0.31064197,0.019807799,-0.23812744,-0.075550266,0.31144872,0.59246486,-0.4609493,0.5598033,0.34795374,-0.3880375,-0.06477493,-0.41991395,-0.18281688,-0.120177425,0.25320444,-0.16442546,-0.10602969,0.10589194,0.26916724,0.40685827,-0.4997448,0.19321749,-0.4698691,0.386618,-0.24488215,-0.26184693,-0.5642827,0.47567156,-0.49874288,0.28319886,0.1658026,-0.12200344,-0.053359646,-0.25638,-0.5792271,0.083374426,-0.3789181,0.024057753,0.06921538,0.28945947,0.29331645,0.04407915,-0.2220088,-0.21128908,0.15006866,0.081431665,-0.20160547,0.34759626,-0.56068045,0.5258054,-0.10703297,-0.44336277,-0.31825966,0.55979383,0.4529287,0.562239,0.58908916,-0.12978137,-0.46042445,-0.59384316
427,0.416329,-0.1921773,-0.1219262,-0.11655494,-0.31128785,0.029532706,-0.22799705,-0.08180027,0.29121715,0.6104352,-0.45790222,0.56629723,0.34507036,-0.3761225,-0.07367504,-0.4103217,-0.19430348,-0.11904313,0.24900593,-0.18472748,-0.1073022,0.11362621,0.27385163,0.40045,-0.48996425,0.17785878,-0.46928233,0.3878885,-0.23488788,-0.2519043,-0.5639117,0.45077828,-0.5052657,0.29497156,0.16886398,-0.12671319,-0.049106114,-0.2735753,-0.5707662,0.08201407,-0.3636693,0.020588545,0.057187986,0.28902978,0.2897985,0.02876751,-0.21958895,-0.20810147,0.15404305,0.106051825,-0.18865299,0.3495253,-0.5462539,0.5220567,-0.10878171,-0.43663,-0.32277966,0.5572882,0.45984438,0.5662704,0.5735668,-0.12678647,-0.46312487,-0.5826
428,0.4294157,-0.20323153,-0.117005534,-0.10869287,-0.32336807,0.022015989,-0.23392043,-0.07756502,0.29424524,0.60847545,-0.48508665,0.57042354,0.3605043,-0.38434947,-0.07990505,-0.4231479,-0.20036326,-0.11945053,0.24898134,-0.17579783,-0.10889545,0.099946424,0.27123877,0.42275694,-0.5028079,0.1914648,-0.482984,0.39073032,-0.24389172,-0.25896806,-0.57236344,0.46905622,-0.52074444,0.29589573,0.1687095,-0.1344838,-0.055827923,-0.2725236,-0.5778821,0.07047963,-0.37411538,0.036655273,0.07118524,0.3036747,0.30696246,0.023635149,-0.23108754,-0.20988837,0.16331935,0.090655506,-0.1926102,0.35740954,-0.56459063,0.5319434,-0.106439956,-0.4561546,-0.32334548,0.5661963,0.45809153,0.5714128,0.5926361,-0.12761928,-0.46845615,-0.5941221
429,0.4286473,-0.20879053,-0.123945035,-0.10540269,-0.32936713,0.021858856,-0.23199895,-0.084067136,0.29188374,0.6133516,-0.47530717,0.5586292,0.34304693,-0.38131696,-0.08460961,-0.4327682,-0.1857294,-0.1284208,0.25122964,-0.18162863,-0.12068727,0.1047823,0.2761172,0.4154446,-0.47991195,0.1850766,-0.47513387,0.3908111,-0.24480398,-0.24825189,-0.5623317,0.46394747,-0.50323075,0.29119635,0.14707758,-0.13954003,-0.05595455,-0.2680028,-0.56833595,0.07280049,-0.37441432,0.033774085,0.06250045,0.29463065,0.29858533,0.009389855,-0.22041528,-0.21099977,0.16638368,0.09607176,-0.18570961,0.3560555,-0.5552535,0.52734184,-0.11032312,-0.437003,-0.31978992,0.55628186,0.46500707,0.5574561,0.5765359,-0.13589308,-0.4737772,-0.59019643
430,0.4348602,-0.20233777,-0.122607164,-0.11907237,-0.3093209,0.03090269,-0.24719532,-0.075861655,0.31769133,0.594101,-0.47060415,0.5717437,0.36040553,-0.39787194,-0.064475715,-0.41831714,-0.17968522,-0.106095806,0.26644263,-0.16546458,-0.12381909,0.10904543,0.2829828,0.41171497,-0.49923325,0.19629578,-0.4723224,0.3920683,-0.24657099,-0.26630768,-0.5714027,0.47661975,-0.5089987,0.2952539,0.17770074,-0.12345297,-0.06286175,-0.2621448,-0.5839451,0.0788977,-0.38049683,0.029563088,0.062429916,0.30114433,0.29436696,0.04847207,-0.23273616,-0.21446021,0.15608948,0.09371774,-0.20615286,0.3421884,-0.569199,0.5396478,-0.10239516,-0.44697836,-0.31674138,0.5791213,0.45880237,0.5763922,0.5855614,-0.11682405,-0.4521607,-0.59540975
431,0.42345783,-0.2109651,-0.12442758,-0.11175916,-0.34260103,0.01786632,-0.2365715,-0.098868884,0.2872473,0.62672967,-0.4944988,0.56364375,0.33880723,-0.38167068,-0.08108627,-0.42580724,-0.19500159,-0.13650317,0.24832599,-0.19233954,-0.1164583,0.098746896,0.27493823,0.4180205,-0.48600212,0.1833759,-0.48491728,0.39715627,-0.24513468,-0.2418401,-0.5658879,0.45695782,-0.50623566,0.296742,0.14329773,-0.13965768,-0.05494034,-0.2765147,-0.55932724,0.060167987,-0.3820012,0.034658417,0.074740715,0.2935882,0.31248537,0.00471741,-0.20552744,-0.2214344,0.16469589,0.09888707,-0.18728763,0.3556812,-0.55994713,0.52941334,-0.11044063,-0.43843377,-0.32446015,0.55562234,0.46554047,0.5632772,0.5867798,-0.15293404,-0.4797524,-0.5918966
432,0.41308016,-0.1978719,-0.119794816,-0.10992176,-0.3319419,0.018577637,-0.22461042,-0.0950488,0.29119605,0.6141308,-0.4820924,0.5538425,0.34940684,-0.38075805,-0.08794969,-0.42176655,-0.18884258,-0.12568973,0.24749899,-0.19610275,-0.112578414,0.100985706,0.2750691,0.41220674,-0.48515266,0.18836612,-0.4880818,0.39856455,-0.24406545,-0.25001687,-0.5638761,0.46051675,-0.5097307,0.30034128,0.15041368,-0.12515482,-0.045642603,-0.26353058,-0.5606553,0.06050048,-0.37781826,0.032708805,0.07189305,0.2931681,0.30075765,0.0069890856,-0.2040245,-0.20339075,0.16084512,0.09791735,-0.19218622,0.34620905,-0.5441353,0.5270019,-0.12628774,-0.43373048,-0.31787205,0.5641859,0.464747,0.5518096,0.57685065,-0.13531521,-0.47381675,-0.596439
433,0.40685016,-0.2047562,-0.12107727,-0.11742158,-0.33085656,0.02515498,-0.22772694,-0.083453424,0.27280656,0.61390954,-0.47172844,0.55087674,0.34642175,-0.3700215,-0.08500223,-0.4328305,-0.19963685,-0.13167581,0.24289876,-0.19757351,-0.11054866,0.09630179,0.26357743,0.417434,-0.48408744,0.1768735,-0.4875921,0.3922751,-0.23618789,-0.23980737,-0.5608136,0.4414727,-0.5197222,0.29876646,0.14832696,-0.126276,-0.046948742,-0.26149523,-0.5557954,0.056876525,-0.36166507,0.024052408,0.07417507,0.29473794,0.31014335,0.0065505076,-0.20873155,-0.20491141,0.15687035,0.10326965,-0.18084289,0.34361747,-0.5546754,0.5146869,-0.11333526,-0.42910722,-0.31327444,0.5477722,0.46840006,0.54682034,0.5715666,-0.13594033,-0.47251275,-0.58074874
434,0.4004173,-0.19587487,-0.11995385,-0.10947001,-0.34640616,0.018275356,-0.22637399,-0.10361786,0.26965752,0.61065227,-0.47651762,0.5315025,0.33810434,-0.36998674,-0.09468532,-0.41720265,-0.18902072,-0.13772412,0.23315416,-0.19837731,-0.11757817,0.10601805,0.25117198,0.40949848,-0.46182564,0.18133332,-0.47391513,0.39115617,-0.23044802,-0.22954018,-0.56119686,0.4335176,-0.5067555,0.2950251,0.1309195,-0.12872498,-0.036031768,-0.25862774,-0.5373665,0.06572301,-0.36972,0.03778624,0.07989257,0.28980452,0.31403714,-0.015887093,-0.20620051,-0.21378636,0.15443633,0.103475906,-0.18322065,0.34753597,-0.54292923,0.49811018,-0.11270952,-0.41892013,-0.32007727,0.53157705,0.45833382,0.54651374,0.5554273,-0.1489467,-0.47638962,-0.5783311
435,0.43906108,-0.19592762,-0.12512168,-0.11666756,-0.31512058,0.02363214,-0.23719399,-0.06573969,0.29910514,0.6106602,-0.47048566,0.5631535,0.36069745,-0.3819139,-0.081649914,-0.41913974,-0.19291843,-0.12451554,0.24695905,-0.16657394,-0.114033885,0.09578068,0.27458164,0.41420487,-0.5017995,0.18989053,-0.48170826,0.38476953,-0.2381368,-0.2552168,-0.5810643,0.47436485,-0.5118134,0.30057174,0.17344132,-0.1306523,-0.05471154,-0.2641868,-0.57930994,0.08097193,-0.3846359,0.026223369,0.060109314,0.2955072,0.30427337,0.038571153,-0.23650539,-0.21086183,0.16102244,0.098907664,-0.20673707,0.34408516,-0.5599604,0.535383,-0.10638044,-0.4530218,-0.31615362,0.56386334,0.4594245,0.5626736,0.5809349,-0.13753355,-0.47033486,-0.5889855
436,0.39625582,-0.20094757,-0.11861402,-0.10688281,-0.33863,0.029790854,-0.22159694,-0.10206987,0.2590148,0.60532326,-0.46663016,0.5174568,0.3261234,-0.35468698,-0.08778947,-0.42484733,-0.19639741,-0.1342912,0.22848232,-0.19902427,-0.10329054,0.09846624,0.24935217,0.40218973,-0.46221545,0.17373647,-0.46312368,0.38153878,-0.24031705,-0.22295833,-0.5436908,0.4245186,-0.49257502,0.2874149,0.12807487,-0.13879476,-0.036168024,-0.2561737,-0.5256904,0.06501473,-0.36300215,0.03156865,0.06828554,0.28015968,0.30039483,-0.017767878,-0.19090585,-0.21101713,0.15496714,0.089207344,-0.17622909,0.3341815,-0.5342817,0.48676008,-0.11577766,-0.41921455,-0.30003113,0.53175044,0.4454596,0.5258563,0.55730104,-0.15114899,-0.4615474,-0.57277924
437,0.42064086,-0.20019712,-0.11490339,-0.10971428,-0.31593153,0.021656316,-0.23197241,-0.075504944,0.29842988,0.5956917,-0.45991197,0.5557125,0.35864887,-0.38957343,-0.06528082,-0.415405,-0.1932,-0.11044943,0.25650412,-0.16523415,-0.122923,0.10220359,0.27082637,0.41841,-0.50049007,0.18225269,-0.4572201,0.3882092,-0.23306644,-0.26078627,-0.5607189,0.4741469,-0.50688124,0.29787818,0.16975595,-0.11893043,-0.059594452,-0.26152,-0.56867176,0.07086218,-0.36908773,0.026486358,0.066831134,0.29419753,0.2945177,0.0345522,-0.21947725,-0.20610948,0.15812783,0.0906678,-0.19807185,0.34671745,-0.5520954,0.5266794,-0.10054676,-0.43566263,-0.32161513,0.55942535,0.4480025,0.5664678,0.58121073,-0.13056697,-0.45405352,-0.58397907
438,0.41880506,-0.20835415,-0.12809934,-0.11425082,-0.3336912,0.02086847,-0.22109811,-0.08430544,0.28055403,0.60677844,-0.47212133,0.5538623,0.3414186,-0.36639473,-0.09046989,-0.41997173,-0.18876332,-0.13355334,0.24212235,-0.18668799,-0.117222615,0.09680422,0.25921357,0.4008896,-0.4825318,0.18495509,-0.47536713,0.38357708,-0.23954946,-0.23864532,-0.5622861,0.45529383,-0.50052106,0.2978219,0.15539192,-0.13844179,-0.056660376,-0.2654733,-0.5599124,0.07581236,-0.37155205,0.036045976,0.06796294,0.29652888,0.30298302,0.0068350197,-0.2161777,-0.20304531,0.15217885,0.10230461,-0.17922974,0.33774605,-0.5459212,0.5102755,-0.11570454,-0.4364153,-0.3152957,0.5431207,0.4513902,0.55614007,0.5773265,-0.13479787,-0.46733943,-0.58162737
439,0.39959234,-0.20526934,-0.11691993,-0.112030506,-0.35343015,0.01774653,-0.21615607,-0.11105084,0.26357082,0.6145016,-0.4745597,0.5353257,0.33345,-0.35659775,-0.09634098,-0.43099913,-0.19661787,-0.14473403,0.23510471,-0.21056865,-0.10444681,0.09641107,0.25320908,0.41865584,-0.4601997,0.1774248,-0.47860292,0.39168864,-0.23851839,-0.2231167,-0.556254,0.43976358,-0.50427294,0.29775274,0.12594227,-0.12172964,-0.039111584,-0.2563776,-0.5421262,0.05021721,-0.37102732,0.03556972,0.07176907,0.28646815,0.2993346,-0.011525472,-0.19870724,-0.21020022,0.16334775,0.0917733,-0.16723764,0.33683312,-0.5320939,0.48857,-0.11790407,-0.41733384,-0.3083844,0.5241211,0.45573837,0.53606385,0.5544776,-0.14496438,-0.46580365,-0.57105106
440,0.41767633,-0.2043013,-0.12311736,-0.10996537,-0.32261053,0.028521445,-0.23321828,-0.06995977,0.29124397,0.59464365,-0.46268108,0.56354344,0.34177297,-0.37415892,-0.07847904,-0.42290616,-0.19069684,-0.11527891,0.24867007,-0.1725849,-0.11476073,0.09832789,0.26428396,0.4094211,-0.49783584,0.19147605,-0.4683361,0.38615415,-0.23757818,-0.25844106,-0.5559613,0.46292973,-0.4982963,0.2855442,0.16895592,-0.1227784,-0.04966457,-0.2624421,-0.55848736,0.06636501,-0.36879635,0.03336613,0.06732047,0.28651777,0.29743966,0.028751539,-0.2127408,-0.20004001,0.15704729,0.09178443,-0.20176817,0.35041654,-0.5458318,0.5229128,-0.10305508,-0.4373051,-0.3109545,0.55957556,0.44664124,0.55899227,0.5797041,-0.12668514,-0.45286462,-0.59160084
441,0.43745515,-0.19404599,-0.11686753,-0.105132274,-0.30871743,0.020475265,-0.24403866,-0.07054893,0.30673647,0.6035686,-0.45494714,0.56882834,0.35502544,-0.39382145,-0.075191714,-0.41930684,-0.19095887,-0.10899786,0.2515353,-0.1702761,-0.11297118,0.111361235,0.2823054,0.41491935,-0.5016244,0.18873976,-0.46711892,0.38081542,-0.24119101,-0.25969574,-0.5711824,0.46682972,-0.514874,0.2917315,0.1720117,-0.13492543,-0.054939914,-0.27264693,-0.5755583,0.07433034,-0.37736547,0.02225136,0.070344515,0.29315507,0.29173025,0.04513139,-0.23262714,-0.19923705,0.16020231,0.08992877,-0.20027354,0.33973664,-0.5552923,0.52481365,-0.102929465,-0.45222047,-0.32501298,0.5723041,0.45286134,0.5619428,0.58484507,-0.122312546,-0.45287916,-0.5892038
442,0.38324234,-0.21601942,-0.13186944,-0.111888885,-0.3727867,0.02735369,-0.20844989,-0.12437672,0.23035584,0.6271174,-0.48782328,0.5051101,0.31074846,-0.34795704,-0.10393059,-0.4266813,-0.19943452,-0.15849493,0.2118724,-0.23758411,-0.114237644,0.0852283,0.24986638,0.40835127,-0.43290833,0.15932097,-0.49295163,0.39006832,-0.23863505,-0.2161946,-0.5442406,0.41257957,-0.4927251,0.2938575,0.109280154,-0.1321259,-0.038208455,-0.2667123,-0.5123546,0.035465356,-0.35910428,0.02698674,0.07399793,0.27391267,0.313025,-0.05568509,-0.16592145,-0.21078329,0.15247378,0.104309015,-0.15227142,0.33469388,-0.5205274,0.47396305,-0.13342969,-0.41208142,-0.31279302,0.500786,0.46388513,0.51920754,0.54190093,-0.16912608,-0.4754082,-0.56224585
443,0.37413004,-0.21177861,-0.12371956,-0.10642909,-0.38481772,0.01787324,-0.20773487,-0.12752731,0.22635804,0.6213357,-0.4893489,0.49973252,0.3083326,-0.3350727,-0.10886277,-0.42850056,-0.19441664,-0.15644321,0.21677577,-0.24803688,-0.11446426,0.08248159,0.23430426,0.4158819,-0.4291516,0.15703519,-0.4904823,0.38741308,-0.23221548,-0.20922652,-0.5372244,0.41714272,-0.5006941,0.2911851,0.107736245,-0.13333736,-0.035158444,-0.2528601,-0.5119729,0.0366141,-0.35947964,0.03390767,0.073831044,0.28298628,0.3221977,-0.07049449,-0.1511006,-0.2120015,0.14865778,0.10229765,-0.14424764,0.34654623,-0.5079253,0.47564727,-0.13831791,-0.40691638,-0.31503868,0.50923306,0.47319496,0.51217616,0.5430185,-0.17371981,-0.49705243,-0.57002395
444,0.41034222,-0.19896689,-0.124897294,-0.108058356,-0.33525202,0.029130878,-0.22220875,-0.09191039,0.26488912,0.6057594,-0.4715909,0.54035956,0.33281434,-0.36957222,-0.093209825,-0.41890234,-0.19754888,-0.14241427,0.23564972,-0.20724225,-0.10406719,0.09878319,0.25061187,0.41064626,-0.4629684,0.17921679,-0.477201,0.38784426,-0.24116294,-0.23737217,-0.5471006,0.43628412,-0.4954283,0.29626173,0.14925103,-0.13610439,-0.041819006,-0.25643194,-0.5490688,0.064024605,-0.35635057,0.036825445,0.06868511,0.27806494,0.3086478,0.0029921453,-0.1919565,-0.21032827,0.15457682,0.103246324,-0.17409174,0.333564,-0.5325909,0.50080484,-0.12230273,-0.42900696,-0.31717536,0.5372577,0.46048793,0.5388284,0.56104434,-0.14127202,-0.47211555,-0.57933193
445,0.4065849,-0.20589069,-0.12091489,-0.11038157,-0.3226414,0.024191312,-0.23573431,-0.0901346,0.2877566,0.601509,-0.47246528,0.5383763,0.34748542,-0.36772466,-0.08397026,-0.42117146,-0.18905321,-0.11955392,0.24185726,-0.18422818,-0.11161239,0.10249139,0.26909968,0.414067,-0.47301015,0.17941798,-0.47879416,0.38609442,-0.24231848,-0.24511221,-0.5522848,0.44580403,-0.50049216,0.2965533,0.14871211,-0.124963954,-0.049890935,-0.2664767,-0.5595737,0.072166726,-0.35839212,0.03319904,0.06383192,0.29413757,0.30204642,0.0074904235,-0.20238583,-0.2071002,0.16124973,0.09791073,-0.19637136,0.3413998,-0.5439936,0.5165446,-0.11804238,-0.43215016,-0.31727275,0.5434258,0.44979212,0.5433822,0.56169075,-0.1438541,-0.45751604,-0.5862976
446,0.42146423,-0.19509609,-0.11490733,-0.11629977,-0.3280475,0.024846258,-0.23213892,-0.08770469,0.29655412,0.60135305,-0.4673055,0.5560791,0.34891364,-0.38223132,-0.078259185,-0.41981143,-0.18827794,-0.12122828,0.24798992,-0.18341652,-0.110277385,0.11278815,0.2693285,0.40962392,-0.49759182,0.18622796,-0.4672115,0.38884476,-0.24030599,-0.2518227,-0.56735235,0.47074786,-0.5049086,0.30250356,0.15865676,-0.12495483,-0.044987164,-0.26707593,-0.5707022,0.074379325,-0.37221247,0.028024457,0.065164775,0.28741038,0.30179662,0.03496887,-0.22096857,-0.2135448,0.16191362,0.08656353,-0.19475946,0.34154186,-0.5591224,0.52238834,-0.10530415,-0.4374032,-0.320331,0.556461,0.4539484,0.5623408,0.57530355,-0.1285498,-0.47122142,-0.59530395
447,0.42564976,-0.1875082,-0.11294969,-0.11614068,-0.31277817,0.020294013,-0.2287292,-0.06522419,0.31130695,0.5947267,-0.44259346,0.5548607,0.34303388,-0.3749428,-0.075031206,-0.40175533,-0.18813121,-0.107823014,0.2432234,-0.16161335,-0.1089489,0.09855502,0.26998544,0.4061778,-0.49670345,0.1926762,-0.4634904,0.3804619,-0.23755392,-0.2567887,-0.55796903,0.4619646,-0.501952,0.29063872,0.16842194,-0.120530985,-0.05985679,-0.25535992,-0.56169176,0.08223555,-0.36077085,0.03451322,0.06762923,0.29187384,0.28911325,0.050213784,-0.23326859,-0.20074983,0.15076314,0.09542695,-0.20835441,0.33966315,-0.5454364,0.51749426,-0.08892159,-0.43833202,-0.30661142,0.56761515,0.43846023,0.56523967,0.5738445,-0.12992272,-0.45394537,-0.5836668
