graph,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
292,0.43978456,-0.21345648,-0.13426064,-0.11707162,-0.37083068,0.026520133,-0.23646727,-0.0984788,0.29745352,0.6750251,-0.51845354,0.5941094,0.358934,-0.41480947,-0.092042185,-0.46135595,-0.21501672,-0.14456153,0.2571776,-0.21622632,-0.11186283,0.11164582,0.29552773,0.4501239,-0.52294713,0.19136149,-0.509576,0.4250732,-0.26549107,-0.26479805,-0.6226485,0.48522323,-0.5682737,0.32378197,0.15568377,-0.14180912,-0.041358985,-0.2964049,-0.59556085,0.058336534,-0.39075515,0.038995855,0.07541758,0.31091902,0.32980502,-0.0043821326,-0.22168353,-0.23267607,0.18325281,0.10601175,-0.19557512,0.3793411,-0.5919767,0.5592747,-0.13606796,-0.4632788,-0.34943575,0.5925678,0.5026973,0.5903883,0.61976236,-0.16217814,-0.5153415,-0.63426995
293,0.44754618,-0.20829967,-0.13777941,-0.11289836,-0.3632411,0.032413214,-0.25623244,-0.09493341,0.30359116,0.661227,-0.5118946,0.6024915,0.37035558,-0.41469178,-0.091748014,-0.4527109,-0.20114934,-0.1335773,0.27013195,-0.18875983,-0.11900315,0.12208219,0.28916588,0.44347373,-0.52762145,0.19505256,-0.5107316,0.43032214,-0.25572658,-0.26743203,-0.6219912,0.4876494,-0.55785227,0.31526583,0.16493092,-0.14069808,-0.057559166,-0.3073994,-0.6205882,0.06676025,-0.39082348,0.034730203,0.07984936,0.32815775,0.32773146,0.010803403,-0.2437848,-0.22534718,0.17326063,0.10768172,-0.20594642,0.37963223,-0.5987208,0.5700865,-0.12023887,-0.47813964,-0.3433073,0.6114089,0.499676,0.6068463,0.62011844,-0.14588854,-0.5099605,-0.646893
294,0.4683851,-0.21833529,-0.14811857,-0.112310246,-0.37365508,0.034057714,-0.26104346,-0.09716188,0.30943543,0.6861586,-0.52778155,0.61678636,0.38832378,-0.42367592,-0.10080966,-0.47749737,-0.21268712,-0.14009987,0.27088928,-0.21836683,-0.12754565,0.1164335,0.29993924,0.46664205,-0.5431779,0.1963269,-0.53350765,0.44161022,-0.26827055,-0.26557738,-0.6372615,0.50768,-0.58682346,0.32904202,0.17278877,-0.14472252,-0.051826708,-0.30967677,-0.64028424,0.07122825,-0.4161724,0.045859497,0.08344761,0.3243536,0.33255577,0.0067343535,-0.24026397,-0.2298956,0.17429642,0.104951076,-0.20248894,0.3912525,-0.61560553,0.5892864,-0.12723954,-0.48811856,-0.34878543,0.6214379,0.52087843,0.62746125,0.6418684,-0.15322816,-0.5336602,-0.6590216
295,0.463333,-0.21745612,-0.14152539,-0.11096049,-0.34489462,0.026525259,-0.2547543,-0.082947195,0.3165453,0.6588082,-0.5132547,0.60133624,0.37264013,-0.42660323,-0.08480075,-0.46081728,-0.19788577,-0.1413419,0.27119237,-0.18750694,-0.13231504,0.12397188,0.2932894,0.45166108,-0.5438632,0.20431566,-0.50094044,0.41413474,-0.25465706,-0.2794948,-0.6177934,0.50447863,-0.5604458,0.32308805,0.17335957,-0.14040472,-0.056733996,-0.3033808,-0.61611754,0.0752456,-0.40270695,0.03366844,0.06750171,0.3286525,0.3256283,0.025995903,-0.25247857,-0.22325145,0.17667213,0.1030322,-0.21391279,0.37007067,-0.61036587,0.5754983,-0.114506245,-0.48042253,-0.34367898,0.60895157,0.49538305,0.61266464,0.62949044,-0.14462823,-0.51147,-0.64109635
296,0.46573088,-0.21931523,-0.13609639,-0.10923675,-0.3677639,0.024290109,-0.25072506,-0.09186881,0.3120339,0.67895144,-0.52847695,0.62015235,0.38236704,-0.43955454,-0.08590602,-0.4759311,-0.21208782,-0.1494654,0.2762055,-0.20201346,-0.12496269,0.12767918,0.3006826,0.45943478,-0.54451597,0.2004265,-0.5257639,0.4374839,-0.26683304,-0.28538814,-0.6303996,0.513859,-0.58426446,0.33056802,0.16616902,-0.14329946,-0.05114256,-0.30759782,-0.63045883,0.07730393,-0.40422356,0.045604113,0.07902067,0.3241637,0.3450128,0.003314186,-0.24942097,-0.2343916,0.17414297,0.11192288,-0.20676674,0.38549426,-0.6146801,0.58437514,-0.1331595,-0.48811543,-0.3539208,0.6187221,0.5120084,0.6222603,0.6333386,-0.15085578,-0.5130481,-0.6566058
297,0.44112477,-0.20850432,-0.12879008,-0.112513624,-0.33510268,0.02472111,-0.24002227,-0.0855324,0.3116325,0.63774794,-0.49113822,0.58616877,0.36775374,-0.40386257,-0.08998434,-0.43905422,-0.20767643,-0.13919714,0.26726776,-0.18457036,-0.1133732,0.1101817,0.29392657,0.4361684,-0.5208364,0.19307975,-0.49296108,0.40884107,-0.2532242,-0.261027,-0.6100141,0.4795351,-0.540682,0.31292805,0.17076181,-0.13821235,-0.06481914,-0.29649344,-0.61323243,0.07828394,-0.38263476,0.03318779,0.06512954,0.30705848,0.31147912,0.015052091,-0.24017312,-0.22297132,0.17109065,0.09709375,-0.21194993,0.37106404,-0.5791825,0.5520988,-0.10997467,-0.46515498,-0.33690697,0.60137844,0.4845442,0.597452,0.61550313,-0.14524828,-0.49174067,-0.6284789
298,0.45094568,-0.21853077,-0.12712066,-0.11087271,-0.35785708,0.027850887,-0.24348086,-0.09033119,0.3163867,0.667907,-0.50722826,0.60173935,0.38088694,-0.41978568,-0.08472149,-0.46231642,-0.20717372,-0.13764007,0.26179752,-0.19722344,-0.1264161,0.11498458,0.28966624,0.44255573,-0.52557355,0.19369005,-0.50624627,0.42570725,-0.2651761,-0.26729047,-0.61506987,0.48844743,-0.56318414,0.31245875,0.16473046,-0.1425124,-0.059136264,-0.30336502,-0.6206825,0.079753146,-0.39977318,0.032159343,0.0696963,0.32783678,0.3326457,0.006383886,-0.2355026,-0.22556813,0.17044108,0.100495875,-0.20351776,0.38242397,-0.60446453,0.56171054,-0.12600666,-0.46952742,-0.34341368,0.60269773,0.50928193,0.60553724,0.6185685,-0.14532697,-0.50431544,-0.6452103
299,0.47496912,-0.20926695,-0.14162989,-0.10778433,-0.3309767,0.03501669,-0.25830334,-0.05784291,0.33239764,0.6510164,-0.49991205,0.6254436,0.3811806,-0.4326308,-0.069119655,-0.44924283,-0.20215125,-0.11964861,0.27611062,-0.16423759,-0.118376836,0.122179486,0.30441582,0.43871835,-0.54856426,0.2005674,-0.50663644,0.4182284,-0.25325084,-0.2861703,-0.62538254,0.51066977,-0.55601156,0.31636456,0.18453635,-0.13601042,-0.06676322,-0.30522564,-0.63500214,0.089119785,-0.38694045,0.040151536,0.06447205,0.3314919,0.3163339,0.05168834,-0.2644546,-0.22132,0.17785718,0.10653743,-0.22711678,0.36913672,-0.6137445,0.5830072,-0.10142341,-0.48276597,-0.3392599,0.63213414,0.49914578,0.6284944,0.6349776,-0.12174254,-0.5007291,-0.64871967
300,0.4635401,-0.20640485,-0.12879322,-0.11761015,-0.34160268,0.03466958,-0.25538298,-0.07031542,0.32284203,0.6505253,-0.5052638,0.6023622,0.38206208,-0.41796175,-0.087412655,-0.44678634,-0.1971762,-0.12110629,0.26742873,-0.17499417,-0.122511,0.12344711,0.2909391,0.4345995,-0.53413355,0.19657801,-0.505758,0.4156911,-0.25199208,-0.26810637,-0.6188391,0.4868171,-0.55707556,0.31573856,0.16650105,-0.14746597,-0.06532726,-0.29653057,-0.61688954,0.07280399,-0.39362222,0.034634966,0.07069618,0.3156881,0.3192293,0.019224908,-0.23937015,-0.2144261,0.17929839,0.094467044,-0.20967852,0.36671102,-0.59493315,0.57737935,-0.11832411,-0.46865836,-0.33138797,0.6132271,0.49551156,0.60174656,0.62053365,-0.12668733,-0.49494284,-0.63426495
301,0.45658517,-0.21651664,-0.13126782,-0.11266922,-0.36164594,0.032210354,-0.24696116,-0.082492754,0.310507,0.66950154,-0.5077501,0.61522937,0.37296197,-0.42272007,-0.09691533,-0.4498704,-0.2096337,-0.12777181,0.26517552,-0.19637641,-0.12072864,0.11794741,0.3075716,0.45705473,-0.5424977,0.1923021,-0.50334525,0.418885,-0.25411123,-0.2721227,-0.6207051,0.50195426,-0.57106894,0.31590697,0.16767904,-0.13798155,-0.07019651,-0.30757168,-0.62714833,0.07177064,-0.39228535,0.03245118,0.07689168,0.3277666,0.33063912,0.012742543,-0.24432223,-0.22154026,0.17684847,0.10451576,-0.20998873,0.38259304,-0.59836125,0.56789637,-0.11657673,-0.48308033,-0.3510972,0.608779,0.50040966,0.6093367,0.62638205,-0.14788173,-0.51615894,-0.6561527
302,0.46207458,-0.21775934,-0.13393356,-0.120399244,-0.36395428,0.029533276,-0.2598957,-0.09174516,0.32242587,0.6798512,-0.5161885,0.612479,0.39519006,-0.42595443,-0.08918015,-0.46810415,-0.20942013,-0.12870316,0.27367994,-0.18953344,-0.1267518,0.119343005,0.29362327,0.45934683,-0.548645,0.19694611,-0.52558756,0.42507917,-0.2697242,-0.27836075,-0.6327124,0.51074916,-0.5770198,0.3243902,0.1669607,-0.14052881,-0.053224325,-0.31126815,-0.641061,0.07042781,-0.40074068,0.037637837,0.07795921,0.3347546,0.3299249,0.008990143,-0.24056564,-0.22039255,0.17729314,0.10777986,-0.21958733,0.37939575,-0.620524,0.59123456,-0.12108212,-0.4883229,-0.3482439,0.623427,0.51955694,0.6239974,0.6380984,-0.15284987,-0.5237865,-0.6612682
303,0.4600186,-0.20703064,-0.12959142,-0.11632249,-0.3634624,0.019654077,-0.24553648,-0.089728914,0.3200382,0.66808707,-0.5171802,0.613155,0.37661725,-0.42666963,-0.08428237,-0.46633688,-0.20849752,-0.1350311,0.26915744,-0.18597597,-0.116162114,0.12604173,0.2894879,0.45683894,-0.5478128,0.19555885,-0.5104318,0.41735095,-0.2670516,-0.2731357,-0.6274254,0.5089456,-0.5617044,0.325118,0.17665075,-0.1430482,-0.055781446,-0.30657008,-0.631796,0.083904125,-0.40356568,0.036360785,0.07667414,0.31859145,0.3334705,0.019185834,-0.24417862,-0.21952853,0.1703856,0.112000875,-0.21230473,0.39039373,-0.601223,0.5738808,-0.1180623,-0.48236814,-0.33706662,0.62247914,0.5028893,0.60666835,0.63309985,-0.14546664,-0.51141286,-0.6522344
304,0.4629319,-0.21109793,-0.12850863,-0.11724985,-0.34167862,0.035901897,-0.2513674,-0.083217464,0.31901687,0.6583072,-0.50591177,0.60598034,0.37473616,-0.42172086,-0.078665,-0.4487781,-0.19957598,-0.13122864,0.27083737,-0.18486342,-0.12921143,0.11723122,0.29649726,0.43685833,-0.53417325,0.20549923,-0.5069291,0.41322628,-0.26458636,-0.27705568,-0.61004746,0.4968065,-0.55116856,0.316353,0.17619722,-0.14883256,-0.061456118,-0.30004066,-0.62386584,0.07861074,-0.38702977,0.029872451,0.07231117,0.3199722,0.3195649,0.02105717,-0.25346318,-0.22551958,0.1747009,0.09923146,-0.2133058,0.36907437,-0.5983051,0.5670563,-0.11023561,-0.4733859,-0.34219095,0.60747814,0.5012579,0.6151824,0.6233165,-0.14557776,-0.4974113,-0.64633954
305,0.44846487,-0.21414812,-0.13152249,-0.11612616,-0.36798984,0.019478364,-0.23963399,-0.091535576,0.30529258,0.6642576,-0.51801085,0.582989,0.35845315,-0.40479213,-0.097455986,-0.45979595,-0.20682481,-0.1376063,0.26483276,-0.19925205,-0.12399737,0.11446082,0.28336173,0.44266257,-0.5199762,0.19462176,-0.5097134,0.41277483,-0.25197312,-0.27086642,-0.6101485,0.48772302,-0.55992234,0.31116807,0.16144109,-0.14691924,-0.044871923,-0.30520067,-0.60912865,0.067122534,-0.39327788,0.03411455,0.08274106,0.3074314,0.33498564,0.0013009259,-0.22145563,-0.22863261,0.16994157,0.110380694,-0.1968678,0.36836565,-0.58416545,0.5664339,-0.12567386,-0.46636128,-0.33264697,0.6011658,0.5047972,0.5978421,0.61669314,-0.150948,-0.50495875,-0.6261433
306,0.46315905,-0.209922,-0.12831977,-0.12145644,-0.3447843,0.023775825,-0.24702005,-0.08008928,0.3156947,0.64932257,-0.5015954,0.61141986,0.3819143,-0.42047226,-0.087735705,-0.4510834,-0.2082961,-0.12257572,0.2740824,-0.1789831,-0.12569955,0.1245371,0.2971448,0.4388551,-0.53525096,0.19827469,-0.5122688,0.4191093,-0.26008675,-0.27689525,-0.61924744,0.48990828,-0.55163294,0.31179765,0.17699319,-0.14338337,-0.06395311,-0.2970952,-0.62036926,0.08378054,-0.3989421,0.028582666,0.07688846,0.3233708,0.32491228,0.019423496,-0.24472548,-0.21272826,0.18079714,0.09971695,-0.20857194,0.37178123,-0.60938543,0.5697715,-0.11495603,-0.46816903,-0.34723356,0.6060083,0.4909113,0.61669016,0.6221889,-0.1415349,-0.49164253,-0.6449711
307,0.45797506,-0.20735067,-0.13143417,-0.107000336,-0.34933162,0.02984401,-0.25086004,-0.08768336,0.30963188,0.64407027,-0.500702,0.5912853,0.36934912,-0.4209691,-0.08236312,-0.44197276,-0.20742224,-0.13562435,0.27291563,-0.18506376,-0.11631672,0.121820405,0.28428432,0.44806823,-0.5292535,0.18760952,-0.49486837,0.41693684,-0.2552172,-0.27144957,-0.60915744,0.4956148,-0.54685706,0.31152076,0.17025945,-0.15011795,-0.05859731,-0.29126343,-0.60581064,0.068208896,-0.39457908,0.043569453,0.065978274,0.32501325,0.31807342,0.025503224,-0.24341252,-0.2192388,0.17500706,0.106749736,-0.20533697,0.3692049,-0.5981469,0.5691822,-0.108891204,-0.4618122,-0.34422746,0.60053384,0.49315217,0.60184073,0.6194265,-0.14234978,-0.49081323,-0.6277219
308,0.45522264,-0.22166122,-0.14007416,-0.119655736,-0.365297,0.017782826,-0.24250798,-0.10350948,0.29948494,0.6680352,-0.5319257,0.59631723,0.37367457,-0.41306734,-0.092608035,-0.46730173,-0.21261775,-0.13804804,0.26823366,-0.20227236,-0.12030217,0.1147141,0.29994792,0.44941607,-0.52832294,0.19483861,-0.5134064,0.4286582,-0.2710036,-0.27104574,-0.62517655,0.489231,-0.55944955,0.3250704,0.166368,-0.15158711,-0.05583587,-0.2980548,-0.6131129,0.06597031,-0.40259162,0.031420738,0.07987298,0.32470044,0.33179063,0.0045316694,-0.2272528,-0.22838876,0.17583324,0.10765819,-0.20166905,0.3908765,-0.6071873,0.56464654,-0.12164781,-0.47748768,-0.33951256,0.6108044,0.5180982,0.6054102,0.6281599,-0.15847176,-0.5162474,-0.64675486
309,0.45698124,-0.20288463,-0.12910277,-0.12032756,-0.3368593,0.023459185,-0.24708691,-0.08429827,0.31294438,0.6459803,-0.5019142,0.6073681,0.38157773,-0.42477083,-0.07903044,-0.43983126,-0.20555077,-0.12657824,0.27621174,-0.1806536,-0.12336827,0.11389086,0.2988048,0.43452054,-0.5323505,0.19043733,-0.51079655,0.42358378,-0.26260954,-0.2777388,-0.6095865,0.5021221,-0.54884577,0.30989277,0.17401314,-0.1434521,-0.060048465,-0.30012932,-0.61443484,0.078981414,-0.3877359,0.03864657,0.067302525,0.31376907,0.32772952,0.028997902,-0.24459668,-0.21222317,0.17872015,0.106227584,-0.21811315,0.36664644,-0.60137147,0.56834733,-0.11405137,-0.48090032,-0.3437734,0.60131466,0.48950273,0.6158294,0.6220821,-0.13513961,-0.4889272,-0.6421709
310,0.43637794,-0.20792863,-0.12784198,-0.1190121,-0.36327016,0.019727785,-0.23688102,-0.106324285,0.28914696,0.6724371,-0.5148508,0.58223367,0.3532108,-0.40675968,-0.0989157,-0.462519,-0.20281507,-0.13733932,0.25406253,-0.20583716,-0.111043066,0.11718985,0.28697932,0.4464841,-0.5090078,0.18961266,-0.5070697,0.41367084,-0.2624984,-0.26442388,-0.6075031,0.47292033,-0.55800694,0.32327336,0.15302126,-0.15190057,-0.04497689,-0.30416307,-0.6033385,0.061474357,-0.3979105,0.035818227,0.0779164,0.30517927,0.32279196,-0.013998377,-0.21603282,-0.23200527,0.17622219,0.097872175,-0.18719348,0.37801653,-0.58602613,0.55848,-0.13385409,-0.45990866,-0.3378005,0.5904765,0.49454144,0.59359354,0.6108587,-0.15680511,-0.5029009,-0.62317246
311,0.4338124,-0.22013612,-0.12890102,-0.11652696,-0.37656918,0.028051432,-0.23343584,-0.109033905,0.27821845,0.6657749,-0.51824135,0.5741709,0.36437437,-0.39982775,-0.09896685,-0.4568656,-0.21387298,-0.13585387,0.25364542,-0.22014086,-0.11948901,0.11303396,0.28693473,0.45210654,-0.50780976,0.17962314,-0.5164899,0.41056997,-0.25910512,-0.24956562,-0.61643684,0.46821573,-0.5584951,0.3258472,0.15248708,-0.14098275,-0.051889256,-0.30351293,-0.59854513,0.058538467,-0.3998716,0.03509601,0.07799362,0.3176714,0.3349033,-0.020237863,-0.205366,-0.23132223,0.16577199,0.10157387,-0.1888239,0.37991023,-0.5784195,0.5564835,-0.13227662,-0.4589351,-0.33117723,0.57964456,0.5061804,0.57684416,0.6123503,-0.16131274,-0.5143038,-0.6373258
312,0.4570668,-0.21570078,-0.13691872,-0.111669734,-0.35139087,0.027002236,-0.25067002,-0.08408459,0.31374618,0.6617042,-0.50843,0.6099514,0.37911057,-0.41577518,-0.08433623,-0.44708195,-0.21118364,-0.13218889,0.26101226,-0.20215306,-0.1200241,0.11872454,0.28650424,0.4398851,-0.53118706,0.20257464,-0.513649,0.41991705,-0.26248407,-0.27236184,-0.60559785,0.49498054,-0.5543709,0.32836524,0.16768017,-0.14219697,-0.062295593,-0.30182883,-0.6123089,0.083887726,-0.39390254,0.037362207,0.06897918,0.32441872,0.32568395,0.0005350254,-0.24481285,-0.22299656,0.17131734,0.11162922,-0.19904892,0.3752024,-0.60408074,0.5633307,-0.11994006,-0.4753214,-0.3358018,0.5990816,0.5044829,0.60560167,0.6185952,-0.14292914,-0.51070935,-0.6426255
313,0.4503018,-0.20533553,-0.13025664,-0.11925315,-0.34576055,0.023072613,-0.25462884,-0.089932345,0.30866647,0.64699376,-0.50927895,0.6058186,0.37306777,-0.4099373,-0.080719694,-0.4537534,-0.20272593,-0.12409246,0.27242887,-0.18530895,-0.12353026,0.11708599,0.29214826,0.436647,-0.5311765,0.19543226,-0.514672,0.41942438,-0.25616005,-0.26193473,-0.6107408,0.49709788,-0.5595919,0.31564203,0.17083189,-0.14392975,-0.05183816,-0.29765886,-0.6164221,0.075616986,-0.39289,0.03752816,0.06799675,0.32496822,0.3277093,0.011450956,-0.2331762,-0.21290217,0.16809809,0.11070768,-0.20515916,0.3748257,-0.6004804,0.56505495,-0.11880652,-0.46656606,-0.3432869,0.60426474,0.5020564,0.59879535,0.62136275,-0.14874701,-0.5054702,-0.634604
314,0.44700783,-0.20138907,-0.13251078,-0.1133636,-0.34451,0.020500548,-0.23724455,-0.08071911,0.31189698,0.65312296,-0.5070374,0.5923522,0.36904684,-0.40832254,-0.07817648,-0.45079765,-0.20198639,-0.13564472,0.26793003,-0.17853312,-0.11858613,0.12365846,0.2969026,0.4385073,-0.51635426,0.20019843,-0.4966855,0.41335043,-0.24995866,-0.26189664,-0.6053238,0.48260793,-0.54450715,0.32006407,0.16520616,-0.14298765,-0.05318522,-0.2973587,-0.60525805,0.06705863,-0.39361557,0.039317045,0.065462954,0.32122236,0.31880814,0.006770077,-0.24248378,-0.21822327,0.17741743,0.10802027,-0.20559257,0.3644852,-0.5906415,0.5605061,-0.11706543,-0.46450114,-0.3374858,0.5935994,0.48814416,0.5994315,0.61509687,-0.13816248,-0.4916863,-0.6341378
315,0.44184023,-0.21035491,-0.13422416,-0.113969065,-0.34394455,0.025066132,-0.24074143,-0.08456635,0.30687994,0.6536082,-0.5100864,0.5944422,0.3699296,-0.4052614,-0.08972464,-0.445051,-0.19735809,-0.1336138,0.26578328,-0.19149157,-0.12559007,0.11022005,0.2939514,0.4352613,-0.5309758,0.1965198,-0.51054794,0.40951398,-0.2598305,-0.2607461,-0.6051385,0.4870534,-0.54726416,0.3083378,0.16777737,-0.14131388,-0.058872975,-0.2986748,-0.6092918,0.07368194,-0.3830069,0.040166795,0.067481555,0.3122093,0.32711917,0.00018092382,-0.23827064,-0.22243454,0.17356203,0.10883269,-0.20236994,0.36673972,-0.5958506,0.5574242,-0.113649055,-0.4582115,-0.33895236,0.5884156,0.49560288,0.5998175,0.6078177,-0.14291978,-0.4963184,-0.63397443
316,0.43159437,-0.21318,-0.13752875,-0.103760354,-0.37776893,0.020620188,-0.22555363,-0.11883272,0.27741212,0.67098904,-0.5261842,0.57119507,0.36686906,-0.412034,-0.103589065,-0.46347198,-0.21501757,-0.15217088,0.2473583,-0.22495507,-0.12224468,0.12390447,0.2868836,0.45031756,-0.49852303,0.1788288,-0.51579183,0.42142,-0.2675793,-0.2536985,-0.6169735,0.46796376,-0.5525052,0.3346867,0.13279007,-0.1459286,-0.040228546,-0.2990442,-0.5856953,0.055691272,-0.40198863,0.040876962,0.093509614,0.30793735,0.3405735,-0.0278415,-0.20383322,-0.23503898,0.16547485,0.09700891,-0.18970406,0.38364896,-0.58087665,0.54604524,-0.14579777,-0.45447272,-0.3420581,0.58529335,0.5141673,0.58493286,0.59782255,-0.16465758,-0.5226638,-0.6355265
317,0.45740125,-0.21310455,-0.13323371,-0.1093281,-0.37120384,0.02373567,-0.24920234,-0.091789424,0.30988654,0.6709931,-0.5290566,0.59460807,0.3802534,-0.41304463,-0.08603737,-0.4636458,-0.21163113,-0.14115863,0.26511213,-0.20317645,-0.115096696,0.122542016,0.2908315,0.4433937,-0.52642715,0.19778536,-0.51004696,0.4222326,-0.25830722,-0.26455578,-0.61517006,0.4971418,-0.551848,0.3289751,0.16520451,-0.14515358,-0.06271549,-0.2977794,-0.6124017,0.07575312,-0.40033883,0.031937115,0.073120065,0.3264211,0.32883543,0.0038192999,-0.23761395,-0.23235352,0.17598392,0.10050039,-0.19881925,0.37091795,-0.5988005,0.5698669,-0.13258336,-0.47718605,-0.34749508,0.60887444,0.5005666,0.60494494,0.6207752,-0.15813641,-0.5090136,-0.64860743
318,0.4476765,-0.2016736,-0.12527438,-0.115951136,-0.33168012,0.028643847,-0.234039,-0.075567834,0.30964947,0.62036407,-0.49012992,0.5859641,0.37075844,-0.40570012,-0.07664278,-0.43340802,-0.19053113,-0.12607425,0.26912472,-0.17423469,-0.122826956,0.11467371,0.28229374,0.42808944,-0.5216813,0.190449,-0.49388486,0.3976796,-0.2426223,-0.26192054,-0.6048834,0.48291042,-0.5322905,0.3034308,0.1738146,-0.13044396,-0.05964439,-0.2890743,-0.6020205,0.074208744,-0.38265368,0.040066097,0.06396375,0.3070743,0.30986854,0.028766423,-0.23993936,-0.22006963,0.17017446,0.091196045,-0.21433122,0.35634056,-0.5777688,0.55115926,-0.111991584,-0.4619355,-0.33279896,0.59886795,0.4798907,0.5814945,0.5995575,-0.143717,-0.48339275,-0.6230355
319,0.45373017,-0.20420223,-0.13522783,-0.10908686,-0.35720214,0.020800624,-0.24299091,-0.08468796,0.31247687,0.66719276,-0.50636905,0.60155755,0.3721893,-0.42431685,-0.08191152,-0.45869526,-0.21255517,-0.13507229,0.27012917,-0.19472334,-0.12218314,0.12809537,0.29721737,0.45024958,-0.5357874,0.18845509,-0.51988995,0.42187434,-0.25300202,-0.2652163,-0.61311585,0.5004863,-0.55714446,0.3153287,0.17562224,-0.13427153,-0.05320875,-0.29913825,-0.6165117,0.08164539,-0.39414477,0.038204137,0.07458225,0.32232752,0.3271219,0.011757398,-0.23372044,-0.21374767,0.16694976,0.11311203,-0.20819737,0.38220832,-0.60553366,0.5647294,-0.12312533,-0.47969815,-0.344466,0.60445374,0.49951285,0.60806835,0.62612665,-0.14737338,-0.5069703,-0.649249
320,0.45477903,-0.20076239,-0.12658903,-0.11670473,-0.33255702,0.025736148,-0.24981646,-0.08398648,0.31758255,0.63542753,-0.4902413,0.60136306,0.3710009,-0.4082026,-0.084135406,-0.44775343,-0.19453193,-0.13362335,0.2714239,-0.18262318,-0.11655579,0.11130214,0.28833666,0.42406777,-0.5320405,0.19035624,-0.4966147,0.41256538,-0.2442921,-0.2730106,-0.6007573,0.49384475,-0.5529141,0.3167796,0.17044625,-0.13207896,-0.06551775,-0.28800133,-0.61708665,0.08105804,-0.38331282,0.035225533,0.071111575,0.31526244,0.31423435,0.023953252,-0.23863971,-0.2163714,0.16470432,0.096501015,-0.20582496,0.3682182,-0.59362113,0.5662207,-0.111313485,-0.46257427,-0.3426551,0.6071443,0.4796937,0.596219,0.6099624,-0.13969244,-0.49141598,-0.6271422
321,0.43977037,-0.20802052,-0.1242709,-0.109728865,-0.38089645,0.02675512,-0.23432949,-0.11758415,0.27482364,0.66889656,-0.51926047,0.568005,0.36713943,-0.4012331,-0.10671626,-0.4647438,-0.20496248,-0.13915636,0.25865948,-0.2208753,-0.11487912,0.10972976,0.28686893,0.44721112,-0.5069681,0.18945923,-0.5204106,0.4173732,-0.2564408,-0.26294228,-0.605481,0.47859386,-0.5454676,0.3270052,0.14708133,-0.14393847,-0.040910516,-0.29879653,-0.58435,0.06398829,-0.40603048,0.029323537,0.09016078,0.30137634,0.32893094,-0.009181156,-0.21642219,-0.23061843,0.16790392,0.09606676,-0.1839448,0.37356186,-0.57488143,0.5534113,-0.13989864,-0.4581507,-0.33497474,0.58951795,0.49406016,0.58858794,0.6047049,-0.16362408,-0.5225397,-0.63501716
